id,name,complexity_average,complexity_bin,min_age,min_players,max_players,rating_average,bgg_rank,owned_users,mechanic_name,domain_name
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Hexagon Grid,Wargames
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Grid Movement,Wargames
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Movement Points,Wargames
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Scenario / Mission / Campaign Game,Wargames
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Dice Rolling,Wargames
9376.0,Renegade Legion: Prefect,4.75,Very High,12,2,2,6.57,11914,304.0,Simulation,Wargames
9385.0,Yoté,1.6,Low,7,2,2,5.87,15854,130.0,Grid Movement,Abstract Games
9386.0,IceTowers,1.88,Low,10,2,5,6.4,6066,417.0,Tile Placement,Abstract Games
9386.0,IceTowers,1.88,Low,10,2,5,6.4,6066,417.0,Set Collection,Abstract Games
9398.0,War Games Rules  3000 BC to 1485 AD,3.91,Very High,12,2,2,6.26,14217,167.0,Paper-and-Pencil,Wargames
9398.0,War Games Rules  3000 BC to 1485 AD,3.91,Very High,12,2,2,6.26,14217,167.0,Dice Rolling,Wargames
9398.0,War Games Rules  3000 BC to 1485 AD,3.91,Very High,12,2,2,6.26,14217,167.0,Measurement Movement,Wargames
9408.0,Dos Rios,2.53,High,12,2,4,6.42,2867,2044.0,Action Points,Strategy Games
9408.0,Dos Rios,2.53,High,12,2,4,6.42,2867,2044.0,Modular Board,Strategy Games
9418.0,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",3.09,Very High,12,1,2,5.94,15716,125.0,Simulation,Wargames
9418.0,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",3.09,Very High,12,1,2,5.94,15716,125.0,Dice Rolling,Wargames
9418.0,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",3.09,Very High,12,1,2,5.94,15716,125.0,Hexagon Grid,Wargames
9418.0,"Eastwall: Battles for the Dnepr, September 1943 - February 1944",3.09,Very High,12,1,2,5.94,15716,125.0,Ratio / Combat Results Table,Wargames
9420.0,Hear 'N Seek,1.0,Very Low,5,2,6,5.83,15682,91.0,Memory,Children's Games
9438.0,First Blood: The Guadalcanal Campaign,2.75,High,12,2,2,6.21,13289,334.0,Simulation,Wargames
9438.0,First Blood: The Guadalcanal Campaign,2.75,High,12,2,2,6.21,13289,334.0,Secret Unit Deployment,Wargames
9438.0,First Blood: The Guadalcanal Campaign,2.75,High,12,2,2,6.21,13289,334.0,Hexagon Grid,Wargames
9438.0,First Blood: The Guadalcanal Campaign,2.75,High,12,2,2,6.21,13289,334.0,Dice Rolling,Wargames
9440.0,Maharaja: The Game of Palace Building in India,3.17,Very High,12,2,5,7.13,701,5519.0,Network and Route Building,Strategy Games
9440.0,Maharaja: The Game of Palace Building in India,3.17,Very High,12,2,5,7.13,701,5519.0,Simultaneous Action Selection,Strategy Games
9440.0,Maharaja: The Game of Palace Building in India,3.17,Very High,12,2,5,7.13,701,5519.0,Variable Player Powers,Strategy Games
9440.0,Maharaja: The Game of Palace Building in India,3.17,Very High,12,2,5,7.13,701,5519.0,Area Majority / Influence,Strategy Games
9440.0,Maharaja: The Game of Palace Building in India,3.17,Very High,12,2,5,7.13,701,5519.0,Point to Point Movement,Strategy Games
9441.0,Ribbit,1.1,Very Low,5,2,5,6.77,1666,2781.0,Hand Management,Family Games
9441.0,Ribbit,1.1,Very Low,5,2,5,6.77,1666,2781.0,Hand Management,Children's Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Hand Management,Customizable Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Hand Management,Strategy Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Variable Player Powers,Customizable Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Variable Player Powers,Strategy Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Auction/Bidding,Customizable Games
9446.0,Blue Moon,2.17,Medium,12,2,2,6.69,1169,7122.0,Auction/Bidding,Strategy Games
9454.0,Double Trouble,1.0,Very Low,5,2,4,4.8,18781,95.0,Roll / Spin and Move,Children's Games
9471.0,Crazy Bugs,1.33,Very Low,5,2,4,5.49,16875,57.0,Simultaneous Action Selection,Children's Games
9471.0,Crazy Bugs,1.33,Very Low,5,2,4,5.49,16875,57.0,Pick-up and Deliver,Children's Games
9471.0,Crazy Bugs,1.33,Very Low,5,2,4,5.49,16875,57.0,Cooperative Game,Children's Games
9473.0,Adam & Eva,1.39,Very Low,12,2,2,5.95,11202,289.0,Hand Management,Family Games
9474.0,Flying Pirates,1.44,Very Low,5,2,2,5.79,15749,47.0,Simultaneous Action Selection,Children's Games
9476.0,L'Armee' du Nord: the Belgian Campaign,2.96,High,12,1,2,6.87,6796,434.0,Dice Rolling,Wargames
9476.0,L'Armee' du Nord: the Belgian Campaign,2.96,High,12,1,2,6.87,6796,434.0,Simulation,Wargames
9476.0,L'Armee' du Nord: the Belgian Campaign,2.96,High,12,1,2,6.87,6796,434.0,Hexagon Grid,Wargames
9488.0,Mancala 4,1.5,Very Low,0,2,4,5.82,16363,136.0,Mancala,Abstract Games
9489.0,War to Axis: Warfare in Normandy,2.17,Medium,12,2,2,6.99,11025,89.0,Card Drafting,Wargames
9489.0,War to Axis: Warfare in Normandy,2.17,Medium,12,2,2,6.99,11025,89.0,Simulation,Wargames
9489.0,War to Axis: Warfare in Normandy,2.17,Medium,12,2,2,6.99,11025,89.0,Dice Rolling,Wargames
9489.0,War to Axis: Warfare in Normandy,2.17,Medium,12,2,2,6.99,11025,89.0,Hexagon Grid,Wargames
9496.0,Burma,3.22,Very High,12,2,4,6.44,14788,134.0,Dice Rolling,Wargames
9496.0,Burma,3.22,Very High,12,2,4,6.44,14788,134.0,Hexagon Grid,Wargames
9504.0,Corteo,3.09,Very High,12,2,8,7.07,9348,151.0,Hexagon Grid,Wargames
9504.0,Corteo,3.09,Very High,12,2,8,7.07,9348,151.0,Simulation,Wargames
9504.0,Corteo,3.09,Very High,12,2,8,7.07,9348,151.0,Ratio / Combat Results Table,Wargames
9504.0,Corteo,3.09,Very High,12,2,8,7.07,9348,151.0,Dice Rolling,Wargames
9504.0,Corteo,3.09,Very High,12,2,8,7.07,9348,151.0,Grid Movement,Wargames
9506.0,Ooga!,1.18,Very Low,6,2,6,5.54,16078,169.0,Set Collection,Children's Games
9507.0,Dynamite,1.18,Very Low,4,2,4,5.4,17177,92.0,Point to Point Movement,Children's Games
9507.0,Dynamite,1.18,Very Low,4,2,4,5.4,17177,92.0,Roll / Spin and Move,Children's Games
9512.0,"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",3.3,Very High,12,2,2,5.87,15144,190.0,Simulation,Wargames
9512.0,"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",3.3,Very High,12,2,2,5.87,15144,190.0,Hexagon Grid,Wargames
9512.0,"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",3.3,Very High,12,2,2,5.87,15144,190.0,Dice Rolling,Wargames
9514.0,Happy Days,1.17,Very Low,7,2,4,4.8,19220,193.0,Roll / Spin and Move,Children's Games
9514.0,Happy Days,1.17,Very Low,7,2,4,4.8,19220,193.0,Point to Point Movement,Children's Games
9541.0,The Addams Family Family Reunion Game,1.0,Very Low,8,2,6,5.0,18524,111.0,Set Collection,Children's Games
9541.0,The Addams Family Family Reunion Game,1.0,Very Low,8,2,6,5.0,18524,111.0,Roll / Spin and Move,Children's Games
9547.0,Are You Afraid of the Dark?,1.71,Low,8,2,4,4.71,18743,125.0,Roll / Spin and Move,Children's Games
9547.0,Are You Afraid of the Dark?,1.71,Low,8,2,4,4.71,18743,125.0,Area Movement,Children's Games
9559.0,The Hamburger Game,1.2,Very Low,5,2,4,5.34,18823,180.0,Memory,Children's Games
9559.0,The Hamburger Game,1.2,Very Low,5,2,4,5.34,18823,180.0,Set Collection,Children's Games
9559.0,The Hamburger Game,1.2,Very Low,5,2,4,5.34,18823,180.0,Roll / Spin and Move,Children's Games
9560.0,Indus,1.93,Low,8,2,4,5.55,15881,751.0,Modular Board,Family Games
9560.0,Indus,1.93,Low,8,2,4,5.55,15881,751.0,Modular Board,Strategy Games
9564.0,William the Conqueror: 1066,3.33,Very High,12,2,3,6.82,13616,106.0,Simultaneous Action Selection,Wargames
9564.0,William the Conqueror: 1066,3.33,Very High,12,2,3,6.82,13616,106.0,Simulation,Wargames
9564.0,William the Conqueror: 1066,3.33,Very High,12,2,3,6.82,13616,106.0,Hexagon Grid,Wargames
9564.0,William the Conqueror: 1066,3.33,Very High,12,2,3,6.82,13616,106.0,Dice Rolling,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Grid Movement,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Line of Sight,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Square Grid,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Dice Rolling,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Simulation,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Moving Multiple Units,Wargames
9565.0,James Bond 007 Assault! Game,3.14,Very High,8,1,10,6.02,15648,247.0,Role Playing,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Dice Rolling,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Simultaneous Action Selection,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Simulation,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Grid Movement,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Scenario / Mission / Campaign Game,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Hexagon Grid,Wargames
9569.0,The Last Starfighter Combat Game,1.5,Very Low,12,2,10,5.86,15083,112.0,Paper-and-Pencil,Wargames
9577.0,"Across Suez: The Battle of the Chinese Farm October 15, 1973",1.96,Low,12,2,2,6.09,10115,384.0,Dice Rolling,Wargames
9577.0,"Across Suez: The Battle of the Chinese Farm October 15, 1973",1.96,Low,12,2,2,6.09,10115,384.0,Hexagon Grid,Wargames
9578.0,Goosebumps: One Day at Horrorland Game,1.4,Very Low,7,2,4,5.09,17838,98.0,Roll / Spin and Move,Children's Games
9597.0,Vier zu mir!,1.4,Very Low,5,3,8,5.98,14418,121.0,Memory,Children's Games
9597.0,Vier zu mir!,1.4,Very Low,5,3,8,5.98,14418,121.0,Set Collection,Children's Games
9603.0,The Emergency! Game,1.33,Very Low,8,2,4,4.25,19245,104.0,Roll / Spin and Move,Children's Games
9606.0,Cluzzle,1.15,Very Low,8,3,6,6.28,4490,757.0,Targeted Clues,Party Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Action Points,Thematic Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Area Movement,Thematic Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Dice Rolling,Thematic Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Hand Management,Thematic Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Campaign / Battle Card Driven,Thematic Games
9609.0,War of the Ring,3.85,Very High,12,2,4,7.77,124,12793.0,Area Majority / Influence,Thematic Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Commodity Speculation,Family Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Commodity Speculation,Strategy Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Betting and Bluffing,Family Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Betting and Bluffing,Strategy Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Hand Management,Family Games
9615.0,Station Master,1.55,Low,10,2,6,6.13,5399,811.0,Hand Management,Strategy Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Tile Placement,Abstract Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Tile Placement,Strategy Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Area Majority / Influence,Abstract Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Area Majority / Influence,Strategy Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Enclosure,Abstract Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Enclosure,Strategy Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Hand Management,Abstract Games
9616.0,Horus,2.2,Medium,10,2,4,5.86,8470,970.0,Hand Management,Strategy Games
9617.0,Russian Rails,2.75,High,10,2,6,6.95,3671,697.0,Network and Route Building,Strategy Games
9617.0,Russian Rails,2.75,High,10,2,6,6.95,3671,697.0,Pick-up and Deliver,Strategy Games
9617.0,Russian Rails,2.75,High,10,2,6,6.95,3671,697.0,Crayon Rail System,Strategy Games
9625.0,Struggle of Empires,3.6,Very High,13,2,7,7.51,487,5119.0,Area Movement,Strategy Games
9625.0,Struggle of Empires,3.6,Very High,13,2,7,7.51,487,5119.0,Area Majority / Influence,Strategy Games
9625.0,Struggle of Empires,3.6,Very High,13,2,7,7.51,487,5119.0,Auction/Bidding,Strategy Games
9625.0,Struggle of Empires,3.6,Very High,13,2,7,7.51,487,5119.0,Alliances,Strategy Games
9625.0,Struggle of Empires,3.6,Very High,13,2,7,7.51,487,5119.0,Dice Rolling,Strategy Games
9629.0,Gnostica,3.28,Very High,10,2,6,7.06,6969,180.0,Area Majority / Influence,Abstract Games
9629.0,Gnostica,3.28,Very High,10,2,6,7.06,6969,180.0,Modular Board,Abstract Games
9629.0,Gnostica,3.28,Very High,10,2,6,7.06,6969,180.0,Tile Placement,Abstract Games
9633.0,Barbie Queen of the Prom Game,1.0,Very Low,6,2,4,5.43,17982,134.0,Roll / Spin and Move,Children's Games
9633.0,Barbie Queen of the Prom Game,1.0,Very Low,6,2,4,5.43,17982,134.0,Set Collection,Children's Games
9640.0,Bloody Roads South,3.3,Very High,12,1,2,7.49,8251,327.0,Hexagon Grid,Wargames
9640.0,Bloody Roads South,3.3,Very High,12,1,2,7.49,8251,327.0,Simulation,Wargames
9650.0,"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",4.77,Very High,12,1,6,7.06,9183,337.0,Hexagon Grid,Wargames
9650.0,"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",4.77,Very High,12,1,6,7.06,9183,337.0,Simulation,Wargames
9650.0,"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",4.77,Very High,12,1,6,7.06,9183,337.0,Dice Rolling,Wargames
9663.0,Napoleon on the Danube,2.46,Medium,0,2,2,7.34,8062,198.0,Secret Unit Deployment,Wargames
9663.0,Napoleon on the Danube,2.46,Medium,0,2,2,7.34,8062,198.0,Hexagon Grid,Wargames
9663.0,Napoleon on the Danube,2.46,Medium,0,2,2,7.34,8062,198.0,Dice Rolling,Wargames
9663.0,Napoleon on the Danube,2.46,Medium,0,2,2,7.34,8062,198.0,Simulation,Wargames
9663.0,Napoleon on the Danube,2.46,Medium,0,2,2,7.34,8062,198.0,Area-Impulse,Wargames
9673.0,Black Elephant,3.5,Very High,10,2,2,7.58,8036,139.0,Area Movement,Abstract Games
9673.0,Black Elephant,3.5,Very High,10,2,2,7.58,8036,139.0,Pick-up and Deliver,Abstract Games
9674.0,Ingenious,1.92,Low,10,1,4,7.12,425,18779.0,Tile Placement,Abstract Games
9674.0,Ingenious,1.92,Low,10,1,4,7.12,425,18779.0,Team-Based Game,Abstract Games
9674.0,Ingenious,1.92,Low,10,1,4,7.12,425,18779.0,Highest-Lowest Scoring,Abstract Games
9674.0,Ingenious,1.92,Low,10,1,4,7.12,425,18779.0,Pattern Building,Abstract Games
9674.0,Ingenious,1.92,Low,10,1,4,7.12,425,18779.0,Hand Management,Abstract Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Tile Placement,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Tile Placement,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Hand Management,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Hand Management,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Modular Board,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Modular Board,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Network and Route Building,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Network and Route Building,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Enclosure,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Enclosure,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Action Points,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Action Points,Family Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Area Majority / Influence,Strategy Games
9675.0,La Strada,1.85,Low,10,2,4,6.18,3544,1683.0,Area Majority / Influence,Family Games
9681.0,Nosey Neighbor Card Game,1.09,Very Low,7,2,6,5.59,16524,248.0,Trick-taking,Children's Games
9681.0,Nosey Neighbor Card Game,1.09,Very Low,7,2,6,5.59,16524,248.0,Hand Management,Children's Games
9681.0,Nosey Neighbor Card Game,1.09,Very Low,7,2,6,5.59,16524,248.0,Pick-up and Deliver,Children's Games
9685.0,Bounce It-In Game,1.12,Very Low,6,2,4,6.21,9444,138.0,Pattern Building,Children's Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Hand Management,Family Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Hand Management,Strategy Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Simulation,Family Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Simulation,Strategy Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Point to Point Movement,Family Games
9735.0,Duell,1.33,Very Low,9,2,2,6.34,4256,689.0,Point to Point Movement,Strategy Games
9736.0,"Crusader: Battle for Tobruk, November 1941",2.42,Medium,12,2,2,6.25,13917,114.0,Hexagon Grid,Wargames
9736.0,"Crusader: Battle for Tobruk, November 1941",2.42,Medium,12,2,2,6.25,13917,114.0,Zone of Control,Wargames
9736.0,"Crusader: Battle for Tobruk, November 1941",2.42,Medium,12,2,2,6.25,13917,114.0,Simulation,Wargames
9736.0,"Crusader: Battle for Tobruk, November 1941",2.42,Medium,12,2,2,6.25,13917,114.0,Dice Rolling,Wargames
9776.0,The Incredible Hulk Smash,1.0,Very Low,6,2,4,5.58,16585,102.0,Roll / Spin and Move,Children's Games
9776.0,The Incredible Hulk Smash,1.0,Very Low,6,2,4,5.58,16585,102.0,Point to Point Movement,Children's Games
9776.0,The Incredible Hulk Smash,1.0,Very Low,6,2,4,5.58,16585,102.0,Pick-up and Deliver,Children's Games
9784.0,Cold Days in Hell,3.75,Very High,12,2,4,6.47,14579,107.0,Campaign / Battle Card Driven,Wargames
9784.0,Cold Days in Hell,3.75,Very High,12,2,4,6.47,14579,107.0,Dice Rolling,Wargames
9784.0,Cold Days in Hell,3.75,Very High,12,2,4,6.47,14579,107.0,Hexagon Grid,Wargames
9787.0,Beer Money,1.79,Low,12,2,4,5.76,11412,939.0,Take That,Thematic Games
9790.0,Triumph & Fall of the Desert Fox,3.0,High,12,1,2,6.7,12647,202.0,Dice Rolling,Wargames
9790.0,Triumph & Fall of the Desert Fox,3.0,High,12,1,2,6.7,12647,202.0,Grid Movement,Wargames
9790.0,Triumph & Fall of the Desert Fox,3.0,High,12,1,2,6.7,12647,202.0,Hexagon Grid,Wargames
9790.0,Triumph & Fall of the Desert Fox,3.0,High,12,1,2,6.7,12647,202.0,Simulation,Wargames
9790.0,Triumph & Fall of the Desert Fox,3.0,High,12,1,2,6.7,12647,202.0,Zone of Control,Wargames
9791.0,¿Pasáran? The Spanish Civil War,2.42,Medium,12,1,2,5.89,15669,189.0,Card Drafting,Wargames
9791.0,¿Pasáran? The Spanish Civil War,2.42,Medium,12,1,2,5.89,15669,189.0,Campaign / Battle Card Driven,Wargames
9791.0,¿Pasáran? The Spanish Civil War,2.42,Medium,12,1,2,5.89,15669,189.0,Area Movement,Wargames
9791.0,¿Pasáran? The Spanish Civil War,2.42,Medium,12,1,2,5.89,15669,189.0,Dice Rolling,Wargames
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Voting,Party Games
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Voting,Strategy Games
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Variable Player Powers,Party Games
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Variable Player Powers,Strategy Games
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Team-Based Game,Party Games
9792.0,Oriente,2.13,Medium,10,4,12,5.8,7753,1425.0,Team-Based Game,Strategy Games
9803.0,Operation Michael,2.72,High,12,2,2,6.81,7855,506.0,Hexagon Grid,Wargames
9803.0,Operation Michael,2.72,High,12,2,2,6.81,7855,506.0,Dice Rolling,Wargames
9804.0,Gettysburg: Badges of Courage,3.16,Very High,12,2,2,7.06,5383,498.0,Area-Impulse,Wargames
9804.0,Gettysburg: Badges of Courage,3.16,Very High,12,2,2,7.06,5383,498.0,Area Movement,Wargames
9804.0,Gettysburg: Badges of Courage,3.16,Very High,12,2,2,7.06,5383,498.0,Dice Rolling,Wargames
9804.0,Gettysburg: Badges of Courage,3.16,Very High,12,2,2,7.06,5383,498.0,Secret Unit Deployment,Wargames
9812.0,Gone Fishin',1.0,Very Low,4,1,4,4.01,20088,240.0,Set Collection,Children's Games
9816.0,LEGO Time Cruisers Game,1.0,Very Low,8,2,4,5.56,16807,119.0,Roll / Spin and Move,Children's Games
9816.0,LEGO Time Cruisers Game,1.0,Very Low,8,2,4,5.56,16807,119.0,Set Collection,Children's Games
9823.0,Advanced Squad Leader: Starter Kit #1,3.75,Very High,13,2,2,7.82,559,5139.0,Hexagon Grid,Wargames
9823.0,Advanced Squad Leader: Starter Kit #1,3.75,Very High,13,2,2,7.82,559,5139.0,Line of Sight,Wargames
9823.0,Advanced Squad Leader: Starter Kit #1,3.75,Very High,13,2,2,7.82,559,5139.0,Dice Rolling,Wargames
9825.0,Early American Chrononauts,1.86,Low,11,1,6,6.61,3056,2177.0,Modular Board,Family Games
9825.0,Early American Chrononauts,1.86,Low,11,1,6,6.61,3056,2177.0,Modular Board,Thematic Games
9829.0,Runebound,2.53,High,12,2,6,6.19,3853,1655.0,Dice Rolling,Thematic Games
9833.0,Au fil de l'épée,2.74,High,12,2,2,7.4,7276,311.0,Dice Rolling,Wargames
9833.0,Au fil de l'épée,2.74,High,12,2,2,7.4,7276,311.0,Movement Points,Wargames
9833.0,Au fil de l'épée,2.74,High,12,2,2,7.4,7276,311.0,Simulation,Wargames
9833.0,Au fil de l'épée,2.74,High,12,2,2,7.4,7276,311.0,Grid Movement,Wargames
9833.0,Au fil de l'épée,2.74,High,12,2,2,7.4,7276,311.0,Hexagon Grid,Wargames
9835.0,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,3.0,High,12,2,2,6.78,12269,230.0,Line of Sight,Wargames
9835.0,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,3.0,High,12,2,2,6.78,12269,230.0,Simulation,Wargames
9835.0,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,3.0,High,12,2,2,6.78,12269,230.0,Hexagon Grid,Wargames
9835.0,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,3.0,High,12,2,2,6.78,12269,230.0,Grid Movement,Wargames
9835.0,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,3.0,High,12,2,2,6.78,12269,230.0,Dice Rolling,Wargames
9843.0,Barbarossa 1941,3.4,Very High,12,2,2,6.43,14396,226.0,Hexagon Grid,Wargames
9844.0,Batailles pour le Canada,2.83,High,12,2,2,6.03,15333,215.0,Simulation,Wargames
9844.0,Batailles pour le Canada,2.83,High,12,2,2,6.03,15333,215.0,Dice Rolling,Wargames
9844.0,Batailles pour le Canada,2.83,High,12,2,2,6.03,15333,215.0,Hexagon Grid,Wargames
9845.0,Verdun 1916,2.5,Medium,12,2,2,6.01,15164,225.0,Hexagon Grid,Wargames
9846.0,Jours de gloire Campagne II: La Pologne,2.64,High,12,1,2,7.37,11845,208.0,Point to Point Movement,Wargames
9847.0,Plutôt mort que Perse !,2.45,Medium,12,2,2,5.91,16317,209.0,Dice Rolling,Wargames
9847.0,Plutôt mort que Perse !,2.45,Medium,12,2,2,5.91,16317,209.0,Action Points,Wargames
9847.0,Plutôt mort que Perse !,2.45,Medium,12,2,2,5.91,16317,209.0,Area Movement,Wargames
9851.0,Shut the Box,1.08,Very Low,8,2,4,5.06,20246,2594.0,Dice Rolling,Children's Games
9852.0,Clue Jr.: The Case of the Missing Cake,1.28,Very Low,5,2,6,5.34,19668,1208.0,Roll / Spin and Move,Children's Games
9853.0,Champs de Bataille IV: Asie,2.36,Medium,12,2,2,6.61,13546,210.0,Hexagon Grid,Wargames
9855.0,Strat-O-Matic Pro Basketball,2.67,High,11,2,2,7.08,6462,297.0,Dice Rolling,Strategy Games
9855.0,Strat-O-Matic Pro Basketball,2.67,High,11,2,2,7.08,6462,297.0,Dice Rolling,Thematic Games
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Simulation,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Measurement Movement,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Point to Point Movement,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Hexagon Grid,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Secret Unit Deployment,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Grid Movement,Wargames
9858.0,The Russo-Japanese War: Dawn of the Rising Sun,4.0,Very High,12,1,2,7.89,8991,202.0,Dice Rolling,Wargames
9860.0,Jours de gloire Campagne: Le Danube,2.6,High,12,1,2,7.06,11380,223.0,Point to Point Movement,Wargames
9860.0,Jours de gloire Campagne: Le Danube,2.6,High,12,1,2,7.06,11380,223.0,Dice Rolling,Wargames
9861.0,France 1940,2.75,High,12,2,2,6.31,14450,240.0,Hexagon Grid,Wargames
9863.0,Champs de Bataille III: D'Alexandre à Hannibal,2.4,Medium,12,2,2,6.63,13063,219.0,Hexagon Grid,Wargames
9865.0,Zürich 1799,2.63,High,12,2,2,7.5,8268,274.0,Hexagon Grid,Wargames
